Index-Category,Organization,Person
Miscellaneous Groups,Labor Banking,"Adams, Claude A."
Miscellaneous Groups,Labor Banking,"Barnhart, George O."
Miscellaneous Groups,Labor Banking,"Berman, Morris,"
Miscellaneous Groups,Labor Banking,"Cardwell, John C., Jr."
Miscellaneous Groups,Labor Banking,"Cass, Henry E."
Miscellaneous Groups,Labor Banking,"Coombs, Caro D."
Miscellaneous Groups,Labor Banking,"Daugherty, Harry P."
Miscellaneous Groups,Labor Banking,"Davis, Horace A."
Miscellaneous Groups,Labor Banking,"DeHoll, John C."
Miscellaneous Groups,Labor Banking,"Dunn, William P."
Miscellaneous Groups,Labor Banking,"Evans, Fred S."
Miscellaneous Groups,Labor Banking,"Harrington, Robt. H."
Miscellaneous Groups,Labor Banking,"Jones, William E."
Miscellaneous Groups,Labor Banking,"Kinsell, S. Tyson."
Miscellaneous Groups,Labor Banking,"Large, William J."
Miscellaneous Groups,Labor Banking,"Lefever, Thomas"
Miscellaneous Groups,Labor Banking,"Levering, N. L."
Miscellaneous Groups,Labor Banking,"McCaleb, Walter F."
Miscellaneous Groups,Labor Banking,"McDermaTid, J. C."
Miscellaneous Groups,Labor Banking,"Merrick, Herman A."
Miscellaneous Groups,Labor Banking,"Nelson, Arvid"
Miscellaneous Groups,Labor Banking,"Norris, Lyman E."
Miscellaneous Groups,Labor Banking,Peterson. Leroy
Miscellaneous Groups,Labor Banking,"Prenter, William B."
Miscellaneous Groups,Labor Banking,"Redheffer, R. L."
Miscellaneous Groups,Labor Banking,"Ross, Leonard J."
Miscellaneous Groups,Labor Banking,"Scudder, Silas D."
Miscellaneous Groups,Labor Banking,"Seegert, Charles J."
Miscellaneous Groups,Labor Banking,"Steel, Charles C."
Miscellaneous Groups,Labor Banking,"Stone, Warren S."
Miscellaneous Groups,Labor Banking,"Whitnall, Charlie B."
Miscellaneous Groups,Labor Banking,Wills. Herman E.
Miscellaneous Groups,Labor Banking,Woodward. Graham C.
Miscellaneous Groups,Labor Defense,"Allen, Bernard M."
Miscellaneous Groups,Labor Defense,"Baldwin, Roger N."
Miscellaneous Groups,Labor Defense,"Bennett, M. Toscan"
Miscellaneous Groups,Labor Defense,"Block, S. John"
Miscellaneous Groups,Labor Defense,"Boudin, Louis B."
Miscellaneous Groups,Labor Defense,"Brodsky, Joseph R."
Miscellaneous Groups,Labor Defense,"Christensen, Parley P."
Miscellaneous Groups,Labor Defense,"Darrow, Clarence S."
Miscellaneous Groups,Labor Defense,"Edwards, George C."
Miscellaneous Groups,Labor Defense,"Ernst, Morris L."
Miscellaneous Groups,Labor Defense,"Ferguson, isaac E."
Miscellaneous Groups,Labor Defense,"Flynn, Elizabeth G."
Miscellaneous Groups,Labor Defense,"Freeman, Joseph,"
Miscellaneous Groups,Labor Defense,"Furber, James B."
Miscellaneous Groups,Labor Defense,"Gilman, Elisabeth"
Miscellaneous Groups,Labor Defense,"Hays, Arthur G."
Miscellaneous Groups,Labor Defense,"Hiatt, Edwin A."
Miscellaneous Groups,Labor Defense,"Hillquit, Morris"
Miscellaneous Groups,Labor Defense,"Houston, H. W."
Miscellaneous Groups,Labor Defense,"Johnson, Theo"
Miscellaneous Groups,Labor Defense,"Karlin, William"
Miscellaneous Groups,Labor Defense,"King, Carol W."
Miscellaneous Groups,Labor Defense,La Guardia. F. H.
Miscellaneous Groups,Labor Defense,"Lewis, Austin"
Miscellaneous Groups,Labor Defense,"Marianelli, E. C."
Miscellaneous Groups,Labor Defense,"Maurer, George"
Miscellaneous Groups,Labor Defense,"Miiner, Lucille B."
Miscellaneous Groups,Labor Defense,"Nelles, Walter"
Miscellaneous Groups,Labor Defense,"Nelson, Walter M."
Miscellaneous Groups,Labor Defense,"Nolan, Edward D."
Miscellaneous Groups,Labor Defense,"Ralston, Jackson H."
Miscellaneous Groups,Labor Defense,"Reimer, Arthur E."
Miscellaneous Groups,Labor Defense,"Richberg, Donald R."
Miscellaneous Groups,Labor Defense,"Rodriguez, William E."
Miscellaneous Groups,Labor Defense,"Roewcr, George E., Jr."
Miscellaneous Groups,Labor Defense,"Ryckman, James H."
Miscellaneous Groups,Labor Defense,"Sharts, Joseph"
Miscellaneous Groups,Labor Defense,"Shorr, isaac"
Miscellaneous Groups,Labor Defense,"Sissman, Peter"
Miscellaneous Groups,Labor Defense,"Snlgrove, Leslie B."
Miscellaneous Groups,Labor Defense,"Vanderveer, Geo. F."
Miscellaneous Groups,Labor Defense,"Waldman, Louis"
Miscellaneous Groups,Labor Defense,"Walsh, Frank P."
Miscellaneous Groups,Labor Defense,"Ward, Harry F."
Miscellaneous Groups,Labor Defense,Weinberger. Harry
Miscellaneous Groups,Labor Defense,Weinstone. William
Miscellaneous Groups,Labor Defense,"Wells, Hulet M."
Miscellaneous Groups,Labor Defense,"Wentworth, Edward C."
Miscellaneous Groups,Labor Defense,"Whitney, Charlotte A."
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Abbott, Grace"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Anderson, Mary"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,Andrews. Irene O.
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Andrews, John B."
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Chubb, Irene S."
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Goldmark, Josephine"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Goldmark, Pauline"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Kelley, Florence"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,Lovejoy. Owen R.
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"MacKenzie, F. W."
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Stewart, Ethelbert"
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Thomas, Lewelyn R."
Miscellaneous Groups,Labor Legislation and Labor Law Administration,"Wharton, Arthur O."
Miscellaneous Groups,League for Industrial Democracy,"Blankenhorn, H."
Miscellaneous Groups,League for Industrial Democracy,"Blanshard, Paul."
Miscellaneous Groups,League for Industrial Democracy,"Chase, Stuart"
Miscellaneous Groups,League for Industrial Democracy,"Clark, Evans"
Miscellaneous Groups,League for Industrial Democracy,"Dana, Henry W. L."
Miscellaneous Groups,League for Industrial Democracy,"Danish, Max D."
Miscellaneous Groups,League for Industrial Democracy,"Floyd, Louise A."
Miscellaneous Groups,League for Industrial Democracy,"Hughan, Jessie W."
Miscellaneous Groups,League for Industrial Democracy,"Jones, Paul"
Miscellaneous Groups,League for Industrial Democracy,"Laidler, Harry W."
Miscellaneous Groups,League for Industrial Democracy,"Long, Cedric"
Miscellaneous Groups,League for Industrial Democracy,"Maurer, James H."
Miscellaneous Groups,League for Industrial Democracy,"Nearing, Nellie S."
Miscellaneous Groups,League for Industrial Democracy,"Sanford, Mary R."
Miscellaneous Groups,League for Industrial Democracy,"Scudder, Vida D."
Miscellaneous Groups,League for Industrial Democracy,"Stokes, Helen P."
Miscellaneous Groups,League for Industrial Democracy,"Thomas, Norman M."
Miscellaneous Groups,Negro Progress,"Allison, Andrew J."
Miscellaneous Groups,Negro Progress,"Dill, Augustus G."
Miscellaneous Groups,Negro Progress,"DuBois, W. E. B."
Miscellaneous Groups,Negro Progress,"Hubert, James H."
Miscellaneous Groups,Negro Progress,"Johnson, James W."
Miscellaneous Groups,Negro Progress,"Owen, Chandler,"
Miscellaneous Groups,Negro Progress,"Pickens, William."
Miscellaneous Groups,Negro Progress,"Randolph, Asa P."
Miscellaneous Groups,Negro Progress,"White, Walter F."
Miscellaneous Groups,Political Prisoners,"Billings, W. K."
Miscellaneous Groups,Political Prisoners,"Mooney, Rena H."
Miscellaneous Groups,Political Prisoners,"Mooney, T. J."
Miscellaneous Groups,Political Prisoners,"Nolan, Edward D."
Miscellaneous Groups,Political Prisoners,"Saceo, Nicola"
Miscellaneous Groups,Political Prisoners,"Vanzetti, B."
Miscellaneous Groups,Political Prisoners,"Weinberg, Israel"
Miscellaneous Groups,Researchers and investigators,"Bernheim, Alfred L."
Miscellaneous Groups,Researchers and investigators,"Bloch, Louis"
Miscellaneous Groups,Researchers and investigators,"Branham, Lucy G."
Miscellaneous Groups,Researchers and investigators,"Brissenden, Paul F."
Miscellaneous Groups,Researchers and investigators,Chase. Stuart
Miscellaneous Groups,Researchers and investigators,"Clark, Evans"
Miscellaneous Groups,Researchers and investigators,"Commons, John R."
Miscellaneous Groups,Researchers and investigators,"Cook, Walter M."
Miscellaneous Groups,Researchers and investigators,"De Leon, Solon."
Miscellaneous Groups,Researchers and investigators,"Douglas, Paul H."
Miscellaneous Groups,Researchers and investigators,"Dunn, Robert W."
Miscellaneous Groups,Researchers and investigators,"Fine, Nathan"
Miscellaneous Groups,Researchers and investigators,"Fitch, John A."
Miscellaneous Groups,Researchers and investigators,"Gadsby, Margaret"
Miscellaneous Groups,Researchers and investigators,"Hamilton, W. H."
Miscellaneous Groups,Researchers and investigators,"Lane, Winthrop D."
Miscellaneous Groups,Researchers and investigators,"Levin, Max"
Miscellaneous Groups,Researchers and investigators,"Levine, Louis"
Miscellaneous Groups,Researchers and investigators,"Lovestone, Jay"
Miscellaneous Groups,Researchers and investigators,"Manly, Basil M."
Miscellaneous Groups,Researchers and investigators,"Mautner, Bert. H."
Miscellaneous Groups,Researchers and investigators,"Melnikow, H. P."
Miscellaneous Groups,Researchers and investigators,"Nearing, Scott"
Miscellaneous Groups,Researchers and investigators,"Olds, Leland"
Miscellaneous Groups,Researchers and investigators,"Orchard, Dorothy J."
Miscellaneous Groups,Researchers and investigators,"Raushenbush, H. S."
Miscellaneous Groups,Researchers and investigators,"Sanial, Lucien D."
Miscellaneous Groups,Researchers and investigators,"Saposs, David J."
Miscellaneous Groups,Researchers and investigators,"Selekman, Ben M."
Miscellaneous Groups,Researchers and investigators,"Soule. George H., Jr."
Miscellaneous Groups,Researchers and investigators,"Stewart, Bryce M."
Miscellaneous Groups,Researchers and investigators,"Stewart, Ethelbert"
Miscellaneous Groups,Researchers and investigators,"Stolberg, Benjamin"
Miscellaneous Groups,Researchers and investigators,"Trachtenberg, Alexander"
Miscellaneous Groups,Researchers and investigators,"Van Kleeck, Mary"
Miscellaneous Groups,Researchers and investigators,Wander. Paul
Miscellaneous Groups,Researchers and investigators,"Wolfson, Theresa."
Miscellaneous Groups,Researchers and investigators,"Wolman, Leo"
Miscellaneous Groups,Researchers and investigators,"Zimand, Savel"
Miscellaneous Groups,Researchers and investigators,"Zimring, Ofsha"
Miscellaneous Groups,Workers' Education,"Berenberg, David P."
Miscellaneous Groups,Workers' Education,"Brown, Harold Z."
Miscellaneous Groups,Workers' Education,"Branson, H. L."
Miscellaneous Groups,Workers' Education,Hunker. Milton N.
Miscellaneous Groups,Workers' Education,"Colhoun, Arthur W."
Miscellaneous Groups,Workers' Education,"Cohn, Fannia M."
Miscellaneous Groups,Workers' Education,"Colby, Josephine"
Miscellaneous Groups,Workers' Education,"Dana, Henry W. L."
Miscellaneous Groups,Workers' Education,"Daniels, Margaret"
Miscellaneous Groups,Workers' Education,"Dent, Mary C."
Miscellaneous Groups,Workers' Education,"Durant, William J."
Miscellaneous Groups,Workers' Education,"Fichandler, Alexander"
Miscellaneous Groups,Workers' Education,"Fincke, Helen H."
Miscellaneous Groups,Workers' Education,"Fincke, William M."
Miscellaneous Groups,Workers' Education,"Fuller, Paul W."
Miscellaneous Groups,Workers' Education,"Golden, Clinton S."
Miscellaneous Groups,Workers' Education,"Hansome, Marius"
Miscellaneous Groups,Workers' Education,"Hardman, J. B. S."
Miscellaneous Groups,Workers' Education,"Hedges, Marion H."
Miscellaneous Groups,Workers' Education,"Henry, Alice"
Miscellaneous Groups,Workers' Education,"Hogue, Richard W."
Miscellaneous Groups,Workers' Education,"Holman, Edd H. H."
Miscellaneous Groups,Workers' Education,"Holwell, Raymond V."
Miscellaneous Groups,Workers' Education,"Ingram, Frederick F."
Miscellaneous Groups,Workers' Education,"Jablonower, Joseph"
Miscellaneous Groups,Workers' Education,"Kennedy, John C."
Miscellaneous Groups,Workers' Education,"Kerchen, John L."
Miscellaneous Groups,Workers' Education,"Knudsen, Wm. R."
Miscellaneous Groups,Workers' Education,Kopald. Sylvia
Miscellaneous Groups,Workers' Education,"Lackland, George S."
Miscellaneous Groups,Workers' Education,"Lambkin, Cyril"
Miscellaneous Groups,Workers' Education,"Lee, Algernon"
Miscellaneous Groups,Workers' Education,"Lever, Emil J."
Miscellaneous Groups,Workers' Education,"Levin, Max"
Miscellaneous Groups,Workers' Education,"Lewis, Alfred B."
Miscellaneous Groups,Workers' Education,"Lieberman, Joshua"
Miscellaneous Groups,Workers' Education,"Mailly, Bertha H."
Miscellaneous Groups,Workers' Education,"Mautner, Bert. H."
Miscellaneous Groups,Workers' Education,"Miller, Spencer, Jr."
Miscellaneous Groups,Workers' Education,"Moran, Albert"
Miscellaneous Groups,Workers' Education,"Muste, A. J."
Miscellaneous Groups,Workers' Education,"Nearing, Nellie S."
Miscellaneous Groups,Workers' Education,"Nearing, Scott"
Miscellaneous Groups,Workers' Education,"O'Hare, Frank P."
Miscellaneous Groups,Workers' Education,"O'Hare, Kate Richards"
Miscellaneous Groups,Workers' Education,"Perry, Fannie H."
Miscellaneous Groups,Workers' Education,"Poyntr., Juliet S."
Miscellaneous Groups,Workers' Education,"Price, George M."
Miscellaneous Groups,Workers' Education,"Saposs, David J."
Miscellaneous Groups,Workers' Education,"Schwartzentrauber, E. E."
Miscellaneous Groups,Workers' Education,"Tingle, S. S."
Miscellaneous Groups,Workers' Education,"Van Vaerenewyck, J."
Miscellaneous Groups,Workers' Education,"Wolfson, Theresa"
Miscellaneous Groups,Workers' Education,"Zeuch, William E."
Miscellaneous Groups,Workers' Insurance,"Baskin, Joseph"
Miscellaneous Groups,Workers' Insurance,"Daugherty, Harry P."
Miscellaneous Groups,Workers' Insurance,"Geliebter, Philip"
